wordpair_id,In-In,In-Out,Out-In,Out-Out,Acc,ClueFinal,row_id,PatchMethod
happy-sad,0,0,0,2,1,emotions,376,TopNByAvgVectorSWOWEmbeddings
holy-kind,1,1,0,1,0,god,377,TopNByAvgVectorSWOWEmbeddings
jump-leap,0,1,1,0,1,high,378,TopNByAvgVectorSWOWEmbeddings
lion-tiger,0,0,0,2,1,cat,379,TopNByAvgVectorSWOWEmbeddings
new-old,0,1,1,1,0,replace,380,TopNByAvgVectorSWOWEmbeddings
oak-tree,1,1,0,0,1,leaves,381,TopNByAvgVectorSWOWEmbeddings
olive-real,0,0,0,2,0,natural,382,TopNByAvgVectorSWOWEmbeddings
regret-rude,0,1,0,1,1,mean,383,TopNByAvgVectorSWOWEmbeddings
sit-stand,0,1,0,1,1,chair,384,TopNByAvgVectorSWOWEmbeddings
stern-wind,0,1,1,1,0,extreme,385,TopNByAvgVectorSWOWEmbeddings
trauma-weird,0,0,1,2,0,war,386,TopNByAvgVectorSWOWEmbeddings
ankle-travel,0,0,0,2,0,walk,387,TopNByAvgVectorSWOWEmbeddings
army-drum,0,1,1,2,1,march,388,TopNByAvgVectorSWOWEmbeddings
ash-snake,1,1,0,2,0,dangerous,389,TopNByAvgVectorSWOWEmbeddings
bet-dream,1,1,0,0,0,speculate,390,TopNByAvgVectorSWOWEmbeddings
birth-hand,0,0,0,2,1,deliver,391,TopNByAvgVectorSWOWEmbeddings
boot-crust,0,0,0,2,0,bottom,392,TopNByAvgVectorSWOWEmbeddings
bowl-sun,0,0,0,2,1,round,393,TopNByAvgVectorSWOWEmbeddings
cage-glass,0,0,0,4,0,tank,394,TopNByAvgVectorSWOWEmbeddings
candle-wick,0,1,1,1,1,fire,395,TopNByAvgVectorSWOWEmbeddings
cave-knight,0,0,0,2,0,intimidating,396,TopNByAvgVectorSWOWEmbeddings
east-short,0,0,0,3,0,direction,397,TopNByAvgVectorSWOWEmbeddings
elm-rock,0,1,1,0,0,forest,398,TopNByAvgVectorSWOWEmbeddings
giant-subtle,0,1,1,1,0,nimble,399,TopNByAvgVectorSWOWEmbeddings
glow-quick,1,1,0,0,0,flash,400,TopNByAvgVectorSWOWEmbeddings
gold-silver,0,0,0,4,1,metal,401,TopNByAvgVectorSWOWEmbeddings
gums-teeth,3,0,1,1,1,mouth,402,TopNByAvgVectorSWOWEmbeddings
happy-sad,0,0,0,2,1,emotions,403,TopNByAvgVectorSWOWEmbeddings
holy-kind,0,0,1,3,0,righteous,404,TopNByAvgVectorSWOWEmbeddings
jump-leap,0,1,0,2,1,hop,405,TopNByAvgVectorSWOWEmbeddings
lion-tiger,0,0,0,2,1,cat,406,TopNByAvgVectorSWOWEmbeddings
new-old,0,1,0,1,1,age,407,TopNByAvgVectorSWOWEmbeddings
oak-tree,1,1,1,1,1,plant,408,TopNByAvgVectorSWOWEmbeddings
olive-real,0,0,0,2,0,organic,409,TopNByAvgVectorSWOWEmbeddings
regret-rude,1,1,0,0,1,unpleasant,410,TopNByAvgVectorSWOWEmbeddings
sit-stand,0,1,1,1,1,legs,411,TopNByAvgVectorSWOWEmbeddings
stern-wind,0,1,0,1,1,harsh,412,TopNByAvgVectorSWOWEmbeddings
ankle-travel,0,0,0,4,0,jogging,413,TopNByAvgVectorSWOWEmbeddings
army-drum,0,1,0,1,1,marching,414,TopNByAvgVectorSWOWEmbeddings
ash-snake,0,1,1,0,1,flakes,415,TopNByAvgVectorSWOWEmbeddings
bet-dream,0,1,2,0,1,lottery,416,TopNByAvgVectorSWOWEmbeddings
birth-hand,1,1,0,0,0,labor,417,TopNByAvgVectorSWOWEmbeddings
boot-crust,0,0,0,3,0,dirty,418,TopNByAvgVectorSWOWEmbeddings
bowl-sun,0,0,0,2,0,round,419,TopNByAvgVectorSWOWEmbeddings
cage-glass,0,0,0,2,0,see-through,420,TopNByAvgVectorSWOWEmbeddings
candle-wick,0,1,1,0,1,flame,421,TopNByAvgVectorSWOWEmbeddings
cave-knight,0,0,0,3,0,mysterious,422,TopNByAvgVectorSWOWEmbeddings
east-short,0,1,0,1,0,south,423,TopNByAvgVectorSWOWEmbeddings
elm-rock,0,1,0,1,0,marsh,424,TopNByAvgVectorSWOWEmbeddings
giant-subtle,0,0,0,2,1,gentle,425,TopNByAvgVectorSWOWEmbeddings
glow-quick,0,1,0,2,1,firefly,426,TopNByAvgVectorSWOWEmbeddings
gold-silver,0,0,0,3,1,metals,427,TopNByAvgVectorSWOWEmbeddings
gums-teeth,0,1,1,1,1,mouth,428,TopNByAvgVectorSWOWEmbeddings
happy-sad,0,0,0,2,1,emotions,429,TopNByAvgVectorSWOWEmbeddings
holy-kind,0,1,0,2,0,commandments,430,TopNByAvgVectorSWOWEmbeddings
jump-leap,1,1,1,0,1,hop,431,TopNByAvgVectorSWOWEmbeddings
lion-tiger,0,0,1,2,1,tail,432,TopNByAvgVectorSWOWEmbeddings
new-old,0,0,0,2,0,time,433,TopNByAvgVectorSWOWEmbeddings
oak-tree,0,2,1,0,1,sapling,434,TopNByAvgVectorSWOWEmbeddings
olive-real,0,0,0,2,0,raw,435,TopNByAvgVectorSWOWEmbeddings
regret-rude,0,1,1,0,1,bad,436,TopNByAvgVectorSWOWEmbeddings
sit-stand,0,1,0,1,1,positions,437,TopNByAvgVectorSWOWEmbeddings
stern-wind,0,0,0,2,1,sailboat,438,TopNByAvgVectorSWOWEmbeddings
ankle-travel,0,0,0,2,0,basketball,439,TopNByAvgVectorSWOWEmbeddings
army-drum,0,0,0,2,1,bang,440,TopNByAvgVectorSWOWEmbeddings
ash-snake,0,0,0,2,0,danger,441,TopNByAvgVectorSWOWEmbeddings
bet-dream,0,0,0,2,0,think,442,TopNByAvgVectorSWOWEmbeddings
birth-hand,0,1,0,1,0,newborn,443,TopNByAvgVectorSWOWEmbeddings
boot-crust,0,0,0,2,0,feet,444,TopNByAvgVectorSWOWEmbeddings
bowl-sun,0,0,0,2,0,circular,445,TopNByAvgVectorSWOWEmbeddings
cage-glass,1,0,1,0,0,fragile,446,TopNByAvgVectorSWOWEmbeddings
cave-knight,0,0,0,2,0,dark,447,TopNByAvgVectorSWOWEmbeddings
east-short,0,0,0,2,0,direction,448,TopNByAvgVectorSWOWEmbeddings
elm-rock,0,1,0,1,0,tree,449,TopNByAvgVectorSWOWEmbeddings
giant-subtle,1,0,1,0,0,elusive,450,TopNByAvgVectorSWOWEmbeddings
glow-quick,1,1,0,0,0,flash,451,TopNByAvgVectorSWOWEmbeddings
gold-silver,1,0,1,0,1,metal,452,TopNByAvgVectorSWOWEmbeddings
gums-teeth,1,0,1,0,1,mouth,453,TopNByAvgVectorSWOWEmbeddings
happy-sad,0,0,0,2,1,bipolar,454,TopNByAvgVectorSWOWEmbeddings
holy-kind,1,1,0,0,0,religious,455,TopNByAvgVectorSWOWEmbeddings
jump-leap,0,0,0,2,1,frog,456,TopNByAvgVectorSWOWEmbeddings
lion-tiger,0,0,1,1,1,cat,457,TopNByAvgVectorSWOWEmbeddings
new-old,0,0,0,2,0,ancient,458,TopNByAvgVectorSWOWEmbeddings
oak-tree,0,0,0,2,1,plant,459,TopNByAvgVectorSWOWEmbeddings
regret-rude,0,1,0,1,1,mean,460,TopNByAvgVectorSWOWEmbeddings
sit-stand,0,1,0,1,0,chair,461,TopNByAvgVectorSWOWEmbeddings
stern-wind,0,0,0,2,0,cold,462,TopNByAvgVectorSWOWEmbeddings
ankle-travel,0,0,0,2,1,mobility,463,TopNByAvgVectorSWOWEmbeddings
ash-snake,0,0,0,2,0,molting,464,TopNByAvgVectorSWOWEmbeddings
bet-dream,0,0,0,2,0,neuroactive,465,TopNByAvgVectorSWOWEmbeddings
birth-hand,0,0,0,2,1,hold,466,TopNByAvgVectorSWOWEmbeddings
boot-crust,0,0,0,2,0,mud,467,TopNByAvgVectorSWOWEmbeddings
bowl-sun,0,0,0,2,0,round,468,TopNByAvgVectorSWOWEmbeddings
cage-glass,0,0,0,3,0,windowless,469,TopNByAvgVectorSWOWEmbeddings
cave-knight,0,0,0,2,0,batman,470,TopNByAvgVectorSWOWEmbeddings
east-short,0,0,0,2,0,directional,471,TopNByAvgVectorSWOWEmbeddings
elm-rock,0,0,0,2,0,nature,472,TopNByAvgVectorSWOWEmbeddings
glow-quick,0,1,0,1,0,flash,473,TopNByAvgVectorSWOWEmbeddings
gold-silver,0,0,0,2,1,currency,474,TopNByAvgVectorSWOWEmbeddings
gums-teeth,1,1,0,0,1,toothbrush,475,TopNByAvgVectorSWOWEmbeddings
happy-sad,0,0,0,2,1,feelings,476,TopNByAvgVectorSWOWEmbeddings
holy-kind,0,0,1,1,1,virtues,477,TopNByAvgVectorSWOWEmbeddings
jump-leap,0,0,0,2,1,springboard,478,TopNByAvgVectorSWOWEmbeddings
lion-tiger,0,0,1,1,1,feral,479,TopNByAvgVectorSWOWEmbeddings
new-old,0,0,0,2,1,generations,480,TopNByAvgVectorSWOWEmbeddings
oak-tree,1,1,0,0,1,wood,481,TopNByAvgVectorSWOWEmbeddings
regret-rude,0,0,0,2,0,unpleasant,482,TopNByAvgVectorSWOWEmbeddings
sit-stand,0,0,1,1,1,posture,483,TopNByAvgVectorSWOWEmbeddings
stern-wind,0,0,0,2,1,sail,484,TopNByAvgVectorSWOWEmbeddings
ankle-travel,0,0,1,1,0,foot,485,TopNByAvgVectorSWOWEmbeddings
army-drum,0,1,1,0,1,march,486,TopNByAvgVectorSWOWEmbeddings
ash-snake,0,1,1,0,0,venom,487,TopNByAvgVectorSWOWEmbeddings
bet-dream,1,1,0,0,0,Vegas,488,TopNByAvgVectorSWOWEmbeddings
birth-hand,1,1,1,1,0,baby,489,TopNByAvgVectorSWOWEmbeddings
bone-garage,0,1,1,1,0,murder,490,TopNByAvgVectorSWOWEmbeddings
boot-crust,0,0,0,4,0,timberlands,491,TopNByAvgVectorSWOWEmbeddings
bowl-sun,0,0,0,2,0,circular,492,TopNByAvgVectorSWOWEmbeddings
cage-glass,0,1,1,3,0,shard,493,TopNByAvgVectorSWOWEmbeddings
candle-wick,0,0,1,1,1,fire,494,TopNByAvgVectorSWOWEmbeddings
cave-knight,0,0,0,2,0,brave,495,TopNByAvgVectorSWOWEmbeddings
chair-table,0,0,1,1,1,furniture,496,TopNByAvgVectorSWOWEmbeddings
chapel-feet,0,0,1,1,1,kneel,497,TopNByAvgVectorSWOWEmbeddings
east-short,0,1,1,0,0,directions,498,TopNByAvgVectorSWOWEmbeddings
elm-rock,0,0,1,1,0,moss,499,TopNByAvgVectorSWOWEmbeddings
giant-subtle,0,0,0,2,0,BFG,500,TopNByAvgVectorSWOWEmbeddings
glow-quick,0,1,1,1,0,lightning,501,TopNByAvgVectorSWOWEmbeddings
gold-silver,0,0,0,2,1,metals,502,TopNByAvgVectorSWOWEmbeddings
gums-teeth,1,0,1,0,1,mouth,503,TopNByAvgVectorSWOWEmbeddings
happy-sad,0,1,0,1,1,emotions,504,TopNByAvgVectorSWOWEmbeddings
holy-kind,1,1,0,0,1,pastor,505,TopNByAvgVectorSWOWEmbeddings
jump-leap,0,1,1,0,1,frolic,506,TopNByAvgVectorSWOWEmbeddings
lion-tiger,0,0,0,2,1,meow,507,TopNByAvgVectorSWOWEmbeddings
new-old,0,0,0,2,1,testaments,508,TopNByAvgVectorSWOWEmbeddings
oak-tree,0,1,1,0,1,wood,509,TopNByAvgVectorSWOWEmbeddings
olive-real,0,0,0,2,0,cocktail,510,TopNByAvgVectorSWOWEmbeddings
regret-rude,0,1,1,0,1,mean,511,TopNByAvgVectorSWOWEmbeddings
sit-stand,0,0,0,5,0,desk,512,TopNByAvgVectorSWOWEmbeddings
stern-wind,0,0,0,2,0,sailing,513,TopNByAvgVectorSWOWEmbeddings
trauma-weird,0,0,0,2,0,therapy,514,TopNByAvgVectorSWOWEmbeddings
ankle-travel,1,1,0,0,0,basketball,515,TopNByAvgVectorSWOWEmbeddings
army-drum,0,0,0,2,1,march,516,TopNByAvgVectorSWOWEmbeddings
ash-snake,1,0,1,0,0,hissing,517,TopNByAvgVectorSWOWEmbeddings
bet-dream,1,1,0,0,0,gamble,518,TopNByAvgVectorSWOWEmbeddings
birth-hand,0,1,1,1,0,Sistine,519,TopNByAvgVectorSWOWEmbeddings
bone-garage,0,0,1,1,0,mechanic,520,TopNByAvgVectorSWOWEmbeddings
boot-crust,0,1,0,2,0,sole,521,TopNByAvgVectorSWOWEmbeddings
bowl-sun,0,0,0,2,0,reflection,522,TopNByAvgVectorSWOWEmbeddings
cage-glass,0,0,0,2,1,exhibit,523,TopNByAvgVectorSWOWEmbeddings
candle-wick,0,1,1,0,1,burn,524,TopNByAvgVectorSWOWEmbeddings
cave-knight,0,1,1,2,1,protection,525,TopNByAvgVectorSWOWEmbeddings
chair-table,0,0,1,1,1,dining,526,TopNByAvgVectorSWOWEmbeddings
chapel-feet,0,0,1,2,0,holy,527,TopNByAvgVectorSWOWEmbeddings
east-short,0,0,0,2,0,navigation,528,TopNByAvgVectorSWOWEmbeddings
elm-rock,0,0,0,4,0,stone,529,TopNByAvgVectorSWOWEmbeddings
giant-subtle,1,1,0,0,0,gentle,530,TopNByAvgVectorSWOWEmbeddings
glow-quick,1,1,0,1,1,flash,531,TopNByAvgVectorSWOWEmbeddings
gold-silver,0,0,0,2,1,metals,532,TopNByAvgVectorSWOWEmbeddings
gums-teeth,0,0,1,1,1,mouth,533,TopNByAvgVectorSWOWEmbeddings
happy-sad,0,0,1,1,1,emotions,534,TopNByAvgVectorSWOWEmbeddings
holy-kind,1,1,0,0,1,saint,535,TopNByAvgVectorSWOWEmbeddings
jump-leap,0,0,0,2,0,movement,536,TopNByAvgVectorSWOWEmbeddings
lion-tiger,0,0,0,2,1,cats,537,TopNByAvgVectorSWOWEmbeddings
new-old,0,0,0,2,0,opposites,538,TopNByAvgVectorSWOWEmbeddings
oak-tree,0,0,0,2,1,wood,539,TopNByAvgVectorSWOWEmbeddings
olive-real,0,0,1,1,0,natural,540,TopNByAvgVectorSWOWEmbeddings
regret-rude,0,0,1,2,0,arrogant,541,TopNByAvgVectorSWOWEmbeddings
sit-stand,0,0,0,3,1,postures,542,TopNByAvgVectorSWOWEmbeddings
stern-wind,0,0,0,2,1,sailboat,543,TopNByAvgVectorSWOWEmbeddings
trauma-weird,0,1,1,0,0,uncomfortable,544,TopNByAvgVectorSWOWEmbeddings
ankle-travel,0,0,0,2,0,injury,545,TopNByAvgVectorSWOWEmbeddings
army-drum,0,1,0,1,0,military,546,TopNByAvgVectorSWOWEmbeddings
ash-snake,0,0,0,2,0,poison,547,TopNByAvgVectorSWOWEmbeddings
bet-dream,0,1,1,0,0,risk,548,TopNByAvgVectorSWOWEmbeddings
birth-hand,0,0,1,1,0,delivery,549,TopNByAvgVectorSWOWEmbeddings
bone-garage,0,1,1,0,0,car,550,TopNByAvgVectorSWOWEmbeddings
boot-crust,0,1,1,0,0,shoe,551,TopNByAvgVectorSWOWEmbeddings
bowl-sun,0,1,0,1,0,warm,552,TopNByAvgVectorSWOWEmbeddings
cage-glass,0,0,0,2,0,greenhouse,553,TopNByAvgVectorSWOWEmbeddings
candle-wick,0,1,0,1,1,scented,554,TopNByAvgVectorSWOWEmbeddings
cave-knight,0,1,0,1,0,shield,555,TopNByAvgVectorSWOWEmbeddings
chair-table,0,1,1,0,1,furniture,556,TopNByAvgVectorSWOWEmbeddings
chapel-feet,0,1,0,1,0,church,557,TopNByAvgVectorSWOWEmbeddings
east-short,0,0,0,2,0,travel,558,TopNByAvgVectorSWOWEmbeddings
elm-rock,0,1,0,1,0,tree,559,TopNByAvgVectorSWOWEmbeddings
giant-subtle,0,1,1,0,0,lowkey,560,TopNByAvgVectorSWOWEmbeddings
glow-quick,0,1,1,0,0,fast,561,TopNByAvgVectorSWOWEmbeddings
gold-silver,0,0,1,1,1,metals,562,TopNByAvgVectorSWOWEmbeddings
gums-teeth,0,1,0,1,1,dental,563,TopNByAvgVectorSWOWEmbeddings
happy-sad,0,0,0,2,1,moods,564,TopNByAvgVectorSWOWEmbeddings
holy-kind,1,0,1,0,0,bible,565,TopNByAvgVectorSWOWEmbeddings
jump-leap,0,1,0,1,1,hop,566,TopNByAvgVectorSWOWEmbeddings
lion-tiger,0,1,1,0,1,zoo,567,TopNByAvgVectorSWOWEmbeddings
new-old,0,0,0,2,1,time,568,TopNByAvgVectorSWOWEmbeddings
oak-tree,0,0,1,1,0,wood,569,TopNByAvgVectorSWOWEmbeddings
olive-real,0,1,1,0,0,kalamata,570,TopNByAvgVectorSWOWEmbeddings
regret-rude,2,0,0,0,1,mean,571,TopNByAvgVectorSWOWEmbeddings
sit-stand,0,1,0,1,0,chair,572,TopNByAvgVectorSWOWEmbeddings
stern-wind,0,0,0,2,1,sailing,573,TopNByAvgVectorSWOWEmbeddings
trauma-weird,0,1,1,0,0,therapy,574,TopNByAvgVectorSWOWEmbeddings
ankle-travel,1,1,1,3,0,moveable,575,TopNByAvgVectorSWOWEmbeddings
army-drum,0,1,1,0,0,song,576,TopNByAvgVectorSWOWEmbeddings
ash-snake,1,2,2,2,0,reptile,577,TopNByAvgVectorSWOWEmbeddings
bet-dream,0,0,1,4,0,hopes,578,TopNByAvgVectorSWOWEmbeddings
birth-hand,0,1,0,5,0,body part,579,TopNByAvgVectorSWOWEmbeddings
bone-garage,0,0,1,4,0,hard,580,TopNByAvgVectorSWOWEmbeddings
boot-crust,0,1,1,4,0,tan,581,TopNByAvgVectorSWOWEmbeddings
bowl-sun,0,0,0,2,0,soup,582,TopNByAvgVectorSWOWEmbeddings
cage-glass,0,1,1,3,1,clear,583,TopNByAvgVectorSWOWEmbeddings
candle-wick,0,0,0,3,0,colorful,584,TopNByAvgVectorSWOWEmbeddings
cave-knight,0,0,1,1,0,joust,585,TopNByAvgVectorSWOWEmbeddings
chair-table,1,1,1,1,1,meals,586,TopNByAvgVectorSWOWEmbeddings
chapel-feet,0,1,1,4,0,building,587,TopNByAvgVectorSWOWEmbeddings
east-short,0,1,1,2,0,height,588,TopNByAvgVectorSWOWEmbeddings
elm-rock,0,0,1,5,0,natural,589,TopNByAvgVectorSWOWEmbeddings
giant-subtle,0,1,1,0,0,unassuming,590,TopNByAvgVectorSWOWEmbeddings
glow-quick,0,1,1,0,0,speedy,591,TopNByAvgVectorSWOWEmbeddings
gold-silver,0,1,1,0,1,medals,592,TopNByAvgVectorSWOWEmbeddings
gums-teeth,2,1,0,1,1,oral,593,TopNByAvgVectorSWOWEmbeddings
happy-sad,0,0,0,2,1,mood,594,TopNByAvgVectorSWOWEmbeddings
holy-kind,0,0,0,4,0,friendly,595,TopNByAvgVectorSWOWEmbeddings
jump-leap,1,0,1,0,1,bunny,596,TopNByAvgVectorSWOWEmbeddings
lion-tiger,0,0,0,5,1,wild,597,TopNByAvgVectorSWOWEmbeddings
new-old,0,0,0,2,0,elderly,598,TopNByAvgVectorSWOWEmbeddings
oak-tree,0,0,0,2,0,subtle,599,TopNByAvgVectorSWOWEmbeddings
olive-real,1,0,1,2,0,pit,600,TopNByAvgVectorSWOWEmbeddings
regret-rude,1,1,1,0,1,unhappy,601,TopNByAvgVectorSWOWEmbeddings
sit-stand,0,1,0,3,0,straight up,602,TopNByAvgVectorSWOWEmbeddings
stern-wind,0,1,0,1,0,breeze,603,TopNByAvgVectorSWOWEmbeddings
trauma-weird,0,1,1,2,0,different,604,TopNByAvgVectorSWOWEmbeddings
ankle-travel,0,0,0,2,0,basketball,605,TopNByAvgVectorSWOWEmbeddings
ash-snake,0,1,1,0,0,oil,606,TopNByAvgVectorSWOWEmbeddings
bet-dream,0,1,1,0,0,risk,607,TopNByAvgVectorSWOWEmbeddings
birth-hand,0,1,0,1,0,baby,608,TopNByAvgVectorSWOWEmbeddings
boot-crust,0,0,0,2,0,feet,609,TopNByAvgVectorSWOWEmbeddings
bowl-sun,0,0,0,2,0,round,610,TopNByAvgVectorSWOWEmbeddings
cave-knight,0,1,1,0,0,dark,611,TopNByAvgVectorSWOWEmbeddings
glow-quick,0,1,1,0,0,flash,612,TopNByAvgVectorSWOWEmbeddings
gold-silver,0,1,1,0,1,rich,613,TopNByAvgVectorSWOWEmbeddings
gums-teeth,0,1,1,0,1,mouth,614,TopNByAvgVectorSWOWEmbeddings
holy-kind,0,1,1,0,0,priest,615,TopNByAvgVectorSWOWEmbeddings
jump-leap,0,1,0,1,1,bounce,616,TopNByAvgVectorSWOWEmbeddings
lion-tiger,0,0,0,2,1,cats,617,TopNByAvgVectorSWOWEmbeddings
oak-tree,1,0,1,0,1,wood,618,TopNByAvgVectorSWOWEmbeddings
regret-rude,0,1,1,0,1,negative,619,TopNByAvgVectorSWOWEmbeddings
sit-stand,0,1,0,1,0,chair,620,TopNByAvgVectorSWOWEmbeddings
stern-wind,1,1,0,0,0,harsh,621,TopNByAvgVectorSWOWEmbeddings
ankle-travel,0,0,0,2,1,sandals,622,TopNByAvgVectorSWOWEmbeddings
army-drum,0,1,1,0,0,march,623,TopNByAvgVectorSWOWEmbeddings
ash-snake,0,0,0,2,0,dragon,624,TopNByAvgVectorSWOWEmbeddings
bet-dream,0,0,1,1,0,success,625,TopNByAvgVectorSWOWEmbeddings
birth-hand,0,0,0,2,0,deliver,626,TopNByAvgVectorSWOWEmbeddings
bone-garage,0,0,1,2,0,skeleton,627,TopNByAvgVectorSWOWEmbeddings
boot-crust,0,0,0,2,0,mud,628,TopNByAvgVectorSWOWEmbeddings
bowl-sun,0,0,0,3,0,ball,629,TopNByAvgVectorSWOWEmbeddings
cage-glass,0,1,1,0,0,zoo,630,TopNByAvgVectorSWOWEmbeddings
candle-wick,0,0,0,2,1,burn,631,TopNByAvgVectorSWOWEmbeddings
cave-knight,0,0,0,2,0,metal,632,TopNByAvgVectorSWOWEmbeddings
chair-table,0,0,0,2,1,dining,633,TopNByAvgVectorSWOWEmbeddings
chapel-feet,0,1,0,1,0,sole,634,TopNByAvgVectorSWOWEmbeddings
east-short,0,0,0,2,0,dimension,635,TopNByAvgVectorSWOWEmbeddings
elm-rock,0,0,0,2,0,leaf,636,TopNByAvgVectorSWOWEmbeddings
giant-subtle,0,1,1,0,0,beanstalk,637,TopNByAvgVectorSWOWEmbeddings
glow-quick,0,0,0,3,1,comet,638,TopNByAvgVectorSWOWEmbeddings
gold-silver,1,0,1,0,1,bronze,639,TopNByAvgVectorSWOWEmbeddings
gums-teeth,0,0,1,2,1,floss,640,TopNByAvgVectorSWOWEmbeddings
happy-sad,0,1,1,0,1,mood,641,TopNByAvgVectorSWOWEmbeddings
holy-kind,1,1,0,0,1,saint,642,TopNByAvgVectorSWOWEmbeddings
jump-leap,2,0,0,0,1,hop,643,TopNByAvgVectorSWOWEmbeddings
lion-tiger,0,1,1,0,1,cheetah,644,TopNByAvgVectorSWOWEmbeddings
new-old,0,1,1,0,0,age,645,TopNByAvgVectorSWOWEmbeddings
oak-tree,0,0,1,2,1,plant,646,TopNByAvgVectorSWOWEmbeddings
olive-real,0,0,0,2,0,oil,647,TopNByAvgVectorSWOWEmbeddings
regret-rude,0,1,0,1,1,guilt,648,TopNByAvgVectorSWOWEmbeddings
sit-stand,0,0,0,2,1,squat,649,TopNByAvgVectorSWOWEmbeddings
stern-wind,0,1,0,1,0,harsh,650,TopNByAvgVectorSWOWEmbeddings
trauma-weird,0,0,1,1,0,psychotic,651,TopNByAvgVectorSWOWEmbeddings
ankle-travel,0,0,0,2,0,walking,652,TopNByAvgVectorSWOWEmbeddings
ash-snake,0,1,1,0,0,tree,653,TopNByAvgVectorSWOWEmbeddings
bet-dream,0,1,0,1,1,risk,654,TopNByAvgVectorSWOWEmbeddings
birth-hand,0,1,1,0,1,deliver,655,TopNByAvgVectorSWOWEmbeddings
boot-crust,0,0,0,2,0,covering,656,TopNByAvgVectorSWOWEmbeddings
bowl-sun,0,0,0,2,0,circular,657,TopNByAvgVectorSWOWEmbeddings
cage-glass,1,1,0,0,1,enclosure,658,TopNByAvgVectorSWOWEmbeddings
cave-knight,0,0,0,2,1,dark,659,TopNByAvgVectorSWOWEmbeddings
east-short,0,0,0,2,0,measure,660,TopNByAvgVectorSWOWEmbeddings
elm-rock,0,1,0,1,0,forest,661,TopNByAvgVectorSWOWEmbeddings
glow-quick,0,0,0,2,0,lightning,662,TopNByAvgVectorSWOWEmbeddings
gold-silver,0,0,0,2,1,metals,663,TopNByAvgVectorSWOWEmbeddings
gums-teeth,1,0,1,0,1,mouth,664,TopNByAvgVectorSWOWEmbeddings
holy-kind,0,0,0,2,1,virtues,665,TopNByAvgVectorSWOWEmbeddings
jump-leap,0,1,1,0,1,hop,666,TopNByAvgVectorSWOWEmbeddings
lion-tiger,0,0,0,2,1,cats,667,TopNByAvgVectorSWOWEmbeddings
new-old,0,0,1,2,0,age,668,TopNByAvgVectorSWOWEmbeddings
oak-tree,0,0,0,2,1,plants,669,TopNByAvgVectorSWOWEmbeddings
regret-rude,0,1,1,0,0,negative,670,TopNByAvgVectorSWOWEmbeddings
sit-stand,0,1,1,0,0,squatting,671,TopNByAvgVectorSWOWEmbeddings
stern-wind,0,1,1,0,0,gale,672,TopNByAvgVectorSWOWEmbeddings
ankle-travel,0,1,2,2,0,walker,673,TopNByAvgVectorSWOWEmbeddings
army-drum,2,0,1,0,0,cymbals,674,TopNByAvgVectorSWOWEmbeddings
ash-snake,3,1,1,0,0,venom,675,TopNByAvgVectorSWOWEmbeddings
bet-dream,0,0,0,3,0,exchange,676,TopNByAvgVectorSWOWEmbeddings
birth-hand,0,1,0,2,0,infant,677,TopNByAvgVectorSWOWEmbeddings
bone-garage,0,0,0,3,0,skeleton,678,TopNByAvgVectorSWOWEmbeddings
boot-crust,1,1,0,3,0,shoe,679,TopNByAvgVectorSWOWEmbeddings
bowl-sun,0,1,1,5,0,soup,680,TopNByAvgVectorSWOWEmbeddings
cage-glass,0,1,1,0,1,aquarium,681,TopNByAvgVectorSWOWEmbeddings
candle-wick,0,0,1,1,1,wax,682,TopNByAvgVectorSWOWEmbeddings
cave-knight,0,0,0,7,0,Excalibur,683,TopNByAvgVectorSWOWEmbeddings
chair-table,0,0,1,4,1,furniture,684,TopNByAvgVectorSWOWEmbeddings
chapel-feet,0,1,1,1,0,religion,685,TopNByAvgVectorSWOWEmbeddings
east-short,0,0,0,3,0,compass,686,TopNByAvgVectorSWOWEmbeddings
elm-rock,0,1,1,3,0,tree,687,TopNByAvgVectorSWOWEmbeddings
giant-subtle,1,1,1,1,0,Hagrid,688,TopNByAvgVectorSWOWEmbeddings
glow-quick,0,1,1,5,0,lighter,689,TopNByAvgVectorSWOWEmbeddings
gold-silver,1,1,1,4,1,expensive,690,TopNByAvgVectorSWOWEmbeddings
gums-teeth,1,2,2,0,1,dentist,691,TopNByAvgVectorSWOWEmbeddings
happy-sad,0,1,0,3,1,emotion,692,TopNByAvgVectorSWOWEmbeddings
holy-kind,0,1,1,2,1,pope,693,TopNByAvgVectorSWOWEmbeddings
jump-leap,1,1,0,1,1,hop,694,TopNByAvgVectorSWOWEmbeddings
lion-tiger,0,0,0,5,1,cats,695,TopNByAvgVectorSWOWEmbeddings
new-old,0,1,1,2,0,elderly,696,TopNByAvgVectorSWOWEmbeddings
oak-tree,0,1,0,6,1,forest,697,TopNByAvgVectorSWOWEmbeddings
olive-real,0,0,0,3,0,nonfiction,698,TopNByAvgVectorSWOWEmbeddings
regret-rude,0,0,0,3,1,emotion,699,TopNByAvgVectorSWOWEmbeddings
sit-stand,0,1,0,3,0,verb,700,TopNByAvgVectorSWOWEmbeddings
stern-wind,0,1,1,3,0,tornados,701,TopNByAvgVectorSWOWEmbeddings
trauma-weird,0,2,2,2,0,scarring,702,TopNByAvgVectorSWOWEmbeddings
ankle-travel,0,2,2,0,0,walk,703,TopNByAvgVectorSWOWEmbeddings
